ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10609,0,0,0,0,0,0,0,0,0,0
10610,11,0,0,0,0,0,25,0,0,0
10612,0,0,50,32,27,7,16,0,32,0
10613,0,0,0,4,0,0,0,0,0,0
10614,0,33,0,19,22,0,21,0,0,0
10615,0,0,0,0,0,0,0,0,0,0
10616,0,0,0,0,0,0,0,0,0,0
10617,10,10,10,10,10,10,10,10,10,10
10618,0,0,0,0,0,0,0,0,0,0
10619,0,20,19,0,16,0,5,0,44,22
10620,9,0,0,0,7,0,25,0,3,9
10621,24,24,24,24,24,24,24,24,24,24
10622,0,0,0,0,0,0,20,0,0,15
10623,0,22,9,0,6,0,22,0,0,0
10624,0,0,0,0,0,0,0,0,0,0
10625,26,26,26,26,26,26,26,26,26,26
10626,0,0,0,0,0,0,0,4,0,0
10627,26,0,32,20,0,20,11,18,0,0
10628,0,0,0,0,0,0,0,0,0,0
10629,0,0,0,0,0,0,0,0,11,0
10630,0,0,0,0,15,10,0,0,0,17
10631,0,0,20,0,0,0,14,0,0,0
10632,5,5,5,5,5,5,5,5,5,5
10633,17,17,17,17,17,17,17,17,17,17
10634,0,14,0,8,0,12,11,39,23,20
10635,0,0,0,0,0,0,0,0,0,0
10636,6,6,6,6,6,6,6,6,18,6
10637,0,0,0,0,0,0,0,0,0,0
10638,24,24,24,24,24,24,24,24,24,24
10639,0,0,0,0,0,0,0,0,0,0
10640,0,0,0,0,0,0,0,0,0,0
10641,25,6,17,0,24,0,9,0,26,5
10642,0,0,0,0,0,0,0,0,0,0
10643,0,0,0,0,0,0,0,0,0,0
10644,8,0,0,0,0,0,12,0,0,0
10645,0,0,0,0,0,0,0,0,0,0
10646,0,0,0,18,0,14,0,0,7,0
10647,11,10,25,26,10,4,12,16,25,6
10648,0,0,0,0,0,0,0,0,0,12
10649,0,7,0,10,0,0,0,0,0,0
10650,0,0,0,0,0,0,0,0,0,0
10651,13,13,13,13,13,13,13,13,13,13
10652,0,0,0,0,0,0,0,0,0,0
10653,0,0,0,0,0,0,0,0,0,0
10654,0,0,0,0,0,0,0,0,0,0
10655,0,0,0,0,0,0,0,0,0,0
10656,6,0,0,0,0,0,0,27,0,0
10657,21,0,0,11,0,3,0,9,10,0
10658,0,0,0,18,0,23,24,0,16,0
10659,0,0,0,0,8,0,9,0,0,0
10660,0,0,0,0,20,0,33,0,0,0
10661,0,5,0,0,7,0,0,0,0,0
10662,0,0,0,0,0,0,0,0,0,0
10663,0,0,0,0,0,0,0,0,0,0
10664,0,0,0,0,0,0,0,0,0,0
10665,0,0,0,0,0,0,0,0,0,0
10666,0,0,0,0,0,0,0,4,0,0
10667,0,0,0,0,0,0,0,0,0,0
10668,23,23,23,23,23,23,23,23,23,23
10669,0,0,0,0,0,0,0,0,0,0
10670,0,0,0,0,0,0,0,0,0,0
10671,0,0,0,0,0,0,0,0,0,0
10672,11,0,9,16,4,17,12,9,18,0
10673,0,0,0,0,0,0,26,0,0,0
10674,17,17,17,17,17,17,17,17,17,17
10675,0,0,0,0,10,0,14,0,19,0
10676,0,0,0,0,0,0,0,24,14,0
10677,0,15,12,9,0,0,0,0,0,0
10678,0,0,0,0,0,32,0,0,0,0
10679,0,0,0,0,0,0,0,0,0,0
10680,0,0,0,0,0,0,0,0,0,0
10681,13,17,30,0,0,10,21,17,0,0
10682,16,16,16,16,16,16,16,16,16,16
10683,3,3,3,3,3,3,3,3,3,3
10684,0,0,0,0,0,0,13,0,0,0
10685,0,0,0,7,0,0,10,0,6,0
10686,13,13,13,13,13,13,13,13,13,13
10688,0,0,0,0,0,0,0,0,0,0
10689,0,0,0,0,0,0,0,0,0,0
10690,9,9,9,9,9,9,9,9,9,9
10691,0,0,0,0,0,0,0,0,0,0
10692,19,19,19,19,19,19,19,19,19,19
10693,0,0,0,0,0,0,0,0,0,0
10694,0,0,0,0,0,17,0,0,0,0
10695,0,0,0,0,0,0,0,0,0,0
10696,0,0,0,0,0,0,0,0,0,0
10697,0,0,0,0,0,0,0,0,52,0
10698,15,15,15,15,15,15,15,15,15,15
10699,0,0,0,0,0,0,0,0,0,0
10700,14,14,14,14,14,14,14,14,14,14
10701,29,29,29,29,29,29,29,29,29,29
10702,4,4,4,4,4,4,4,4,4,4
10703,24,24,24,24,24,24,24,24,24,24
10704,13,13,13,13,13,13,13,13,13,13
10705,0,13,0,12,0,0,0,0,9,0
10706,0,10,7,0,8,9,13,0,0,22
10707,0,0,0,0,0,0,0,0,0,0
10708,0,0,0,0,0,0,0,0,0,0
10709,0,0,0,0,0,0,0,0,28,23
10710,0,0,0,0,0,0,0,0,0,0
10711,23,23,23,23,23,23,23,23,23,23
10712,15,0,53,17,20,17,0,13,0,0
10713,8,0,0,2,0,0,0,0,0,0
10714,0,0,0,0,0,0,0,0,0,0
10715,0,0,0,0,0,0,0,0,0,0
10716,14,14,14,14,14,14,14,14,14,14
10717,0,0,0,0,0,0,0,0,0,0
10718,0,14,0,0,0,0,20,15,17,16
10719,13,13,13,13,13,13,13,13,13,13
10720,0,0,0,0,0,0,0,0,0,0
10721,0,0,0,0,0,0,0,0,0,0
10722,9,0,0,25,0,3,22,0,28,16
10723,0,14,9,21,41,17,18,0,0,0
10724,0,0,0,0,0,0,0,0,0,0
10725,25,25,25,25,25,25,25,25,25,25
10726,0,9,0,0,0,0,0,25,0,6
10727,0,15,0,0,0,0,0,0,12,9
10728,0,0,0,0,0,0,0,0,0,0
10729,15,25,22,41,17,0,27,24,17,21
10730,0,0,0,0,5,26,0,0,0,0
10731,39,39,39,39,39,39,39,39,39,39
10732,11,22,10,10,13,10,27,30,10,10
10733,18,20,24,23,15,21,15,20,6,14
10734,0,0,0,0,0,0,0,0,0,0
10735,0,0,0,0,0,0,0,0,0,0
10736,0,0,0,0,0,0,0,0,0,0
10737,0,0,13,0,0,0,0,0,0,0
10738,0,0,0,0,0,0,0,0,0,0
10739,0,0,0,0,0,0,0,0,0,0
10740,0,12,21,0,0,0,0,0,0,20
10741,0,12,0,0,0,0,0,0,0,0
10742,1,1,1,1,1,1,1,1,1,1
10743,8,0,0,17,11,0,0,18,0,5
10744,20,20,20,20,20,20,20,20,20,20
10745,0,0,0,0,0,0,0,0,0,0
10746,0,0,0,0,0,0,0,0,0,0
10747,0,0,0,0,0,0,0,0,0,0
10748,0,0,0,0,0,0,0,0,0,0
10749,11,0,0,0,0,23,23,16,11,0
10750,0,0,0,0,15,0,0,24,0,0
10751,15,0,0,0,16,14,0,0,0,0
10752,0,0,0,0,0,0,0,0,0,0
10753,19,19,19,19,19,19,19,19,19,19
10754,11,11,11,11,11,11,11,11,11,11
10755,0,0,0,0,0,0,0,0,0,0
10756,0,0,0,15,0,0,0,0,0,45
10757,0,0,0,0,0,0,0,0,0,0
10758,0,0,0,0,0,0,0,0,0,0
10759,0,0,0,0,0,0,0,0,0,0
10760,0,0,0,0,0,14,0,0,0,0
10761,0,0,0,0,0,0,0,0,0,0
10762,0,0,0,0,0,0,0,0,0,0
10763,18,18,18,18,18,18,18,18,18,18
10764,14,14,14,14,14,14,14,14,14,14
10765,0,0,0,0,0,0,0,0,0,0
10766,16,16,16,16,16,16,16,16,16,16
10767,0,0,0,0,0,0,0,0,0,0
10768,17,0,29,0,0,0,18,5,0,0
10769,18,0,19,0,0,0,0,0,0,0
10770,0,0,0,0,0,0,0,0,0,0
10771,0,0,0,0,0,0,0,0,0,0
10772,0,0,0,0,0,0,0,0,0,0
10773,0,0,0,0,0,0,0,0,0,0
10774,0,0,0,0,0,23,0,0,0,0
10775,0,0,0,0,0,0,0,0,0,0
10776,0,0,0,0,0,0,0,0,0,0
10777,0,0,0,0,0,0,0,0,0,0
10778,0,0,0,0,0,0,0,0,0,0
10779,0,0,0,0,8,0,0,0,0,0
10780,0,0,0,0,0,0,0,0,0,0
10781,0,0,0,0,0,0,0,0,0,0
10782,0,14,0,0,0,0,0,0,0,0
10783,0,0,0,0,0,0,0,0,0,0
10784,0,0,0,0,0,0,0,0,0,0
10785,22,22,22,22,22,22,22,22,22,22
10786,0,0,0,0,0,0,0,0,0,0
10787,0,0,0,0,10,9,0,14,0,14
10788,0,0,0,0,0,0,0,0,0,0
10789,0,0,15,0,0,0,0,16,0,0
10790,0,0,0,0,0,0,0,0,0,0
10791,14,14,14,14,14,14,14,14,14,14
10792,12,0,13,0,23,0,8,0,15,0
10793,0,0,0,0,0,0,0,0,0,0
10794,14,0,0,0,0,0,0,0,26,0
10795,0,0,0,0,0,0,0,0,0,0
10796,0,0,0,0,0,0,9,0,0,0
10797,0,0,0,0,0,0,0,0,0,0
10798,0,0,0,0,0,0,0,0,0,0
10799,0,0,0,0,0,8,0,0,0,0
10800,0,0,0,0,0,24,0,0,0,0
10801,17,17,17,17,17,17,17,17,17,17
10802,15,29,19,8,22,6,24,10,15,15
10803,29,0,0,0,0,0,0,14,0,14
10804,31,1,40,0,15,16,24,18,8,17
10805,8,0,5,0,0,0,0,0,19,0
10806,10,0,0,5,23,0,0,0,0,0
10807,0,0,0,0,0,0,0,0,0,0
10808,10,0,0,0,0,7,0,0,0,0
10809,12,38,0,0,0,0,12,0,0,0
10810,3,3,3,3,3,3,3,3,3,3
10811,0,0,0,0,0,0,0,0,0,0
10812,0,0,0,0,0,0,0,0,0,0
10813,0,0,0,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,0,0,0,0
10815,0,0,0,0,0,0,0,0,0,0
10816,0,0,0,0,0,33,0,0,0,0
10817,22,19,15,17,22,10,8,27,38,20
10818,0,0,9,0,0,19,21,0,13,10
10819,0,0,0,0,0,0,0,0,0,0
10820,0,0,0,0,0,0,0,0,0,0
10821,0,11,0,0,0,0,7,0,0,0
10822,4,0,15,0,0,0,15,0,0,12
10823,0,0,0,0,0,0,0,0,0,0
10824,0,0,0,0,0,0,0,0,0,0
10825,0,0,0,0,0,0,0,0,0,0
10826,0,0,0,0,0,0,0,0,0,0
10827,0,0,0,0,0,0,0,0,0,0
10828,0,0,0,0,0,0,0,0,0,0
10829,0,0,0,0,0,0,0,0,0,0
10830,9,0,0,12,0,0,0,0,0,0
10831,7,7,7,7,7,7,7,7,7,7
10832,6,6,6,6,6,6,6,6,6,6
10833,0,0,14,0,0,0,16,0,0,0
10834,0,0,0,0,0,0,0,0,0,0
10835,0,0,0,0,0,0,0,35,0,0
10836,0,0,0,0,0,0,9,0,25,0
10837,0,0,10,21,14,0,21,0,0,17
10838,18,9,4,5,8,4,3,11,3,4
10839,0,0,0,0,0,0,0,0,0,0
10840,0,0,0,0,0,0,0,0,0,0
10841,0,0,0,0,0,0,38,0,0,0
10842,0,0,0,0,0,0,0,0,0,0
10843,0,16,0,0,0,0,0,0,0,0
10844,0,0,0,0,0,0,0,0,0,0
10845,0,0,0,0,0,0,0,0,0,0
10846,0,0,0,4,0,0,9,0,0,0
10847,0,0,0,0,0,0,0,0,0,0
10848,0,0,0,0,0,0,0,0,0,0
10849,0,0,0,13,0,0,0,0,30,0
10850,0,0,0,6,0,0,25,0,0,0
10851,5,0,0,0,0,0,0,0,0,0
10852,8,8,8,8,8,8,8,8,8,8
10853,0,0,0,0,0,0,0,0,0,0
10854,13,12,21,19,15,18,20,4,9,22
10855,0,0,0,6,0,0,35,0,0,0
10856,0,0,0,0,0,0,0,0,0,0
10857,0,0,0,0,0,0,0,0,0,0
10858,40,40,40,40,40,40,40,40,40,40
10859,22,9,0,0,0,0,0,22,0,13
10860,0,0,0,0,0,0,0,0,0,0
10861,0,0,0,0,0,0,0,0,0,0
10862,0,0,0,0,0,10,0,20,9,26
10863,0,14,0,0,0,0,0,0,0,0
10864,0,0,15,0,0,0,0,0,10,18
10865,0,0,16,0,0,0,0,0,0,0
10866,0,0,0,0,0,0,0,0,0,0
10867,0,0,10,0,17,0,0,26,0,0
10868,26,0,14,13,14,0,0,0,14,0
10869,10,11,0,0,0,0,0,9,0,0
10870,0,21,0,0,0,0,0,0,17,0
10871,4,0,15,16,17,0,0,0,0,0
10872,0,0,0,0,0,24,0,0,0,0
10873,0,0,0,0,0,0,0,33,0,0
10874,0,0,0,0,0,0,0,0,0,17
10875,0,0,0,0,18,0,0,0,0,21
10876,0,17,11,14,11,29,30,10,9,32
10877,0,5,0,0,16,0,0,0,0,0
10878,0,0,0,0,15,0,0,0,0,0
10879,0,0,0,0,0,0,0,0,0,0
10880,0,0,0,0,0,0,0,0,0,0
10881,13,0,28,16,14,9,0,23,11,25
10882,33,0,0,0,0,0,17,0,0,13
10883,0,0,0,0,0,0,0,0,0,0
10884,0,0,7,0,0,0,0,11,0,0
10885,12,8,0,0,0,0,0,0,0,0
10886,0,0,0,8,0,0,0,0,0,0
10887,25,25,25,25,25,25,25,25,25,25
10888,32,0,0,0,0,29,0,0,6,0
10889,0,0,0,0,0,0,0,0,0,0
10890,0,0,0,0,0,0,0,0,0,0
10891,20,20,20,20,20,20,20,20,20,20
10892,0,0,18,0,33,4,16,0,0,0
10893,0,0,0,0,0,0,0,0,0,15
20001,7,9,0,14,0,0,0,0,0,3
20002,10,10,10,10,10,10,10,10,10,10
20003,0,0,0,0,0,0,0,21,0,0
20004,0,0,0,0,0,0,0,0,0,0
20005,0,0,0,0,0,0,0,0,0,0
20006,0,0,0,0,8,0,0,0,0,0
20007,0,0,0,0,0,0,0,0,18,28
20008,0,0,0,0,0,0,0,0,0,0
20009,0,0,0,0,0,0,0,0,0,0
20010,0,0,0,0,0,0,0,0,0,0
20011,0,0,0,0,0,0,0,0,0,11
20013,7,7,7,7,7,7,7,7,7,7
20014,22,16,18,13,6,19,10,35,10,16
20015,0,0,0,0,0,0,0,0,0,0
20016,0,0,0,0,0,0,0,0,0,0
20017,22,22,22,22,22,22,22,22,22,22
20018,0,0,0,0,0,0,0,0,0,0
20019,0,0,0,0,0,0,0,0,0,0
20020,0,0,0,0,0,0,0,0,0,0
20021,0,0,0,0,0,0,0,0,0,0
20022,11,17,0,0,0,0,0,0,0,0
20023,25,24,0,0,11,13,0,0,16,0
20024,14,18,17,12,8,13,12,12,13,22
20025,18,18,18,18,18,18,18,18,18,18
20026,8,8,8,8,8,8,8,8,8,8
20027,7,7,7,7,7,7,7,7,7,7
20028,0,0,0,0,0,0,0,0,0,0
20029,3,3,3,3,3,3,3,3,3,3
20030,0,0,0,0,0,0,0,0,0,0
20031,22,9,12,10,10,6,6,27,31,22
20032,0,0,0,0,0,0,0,0,0,0
20033,0,0,0,0,0,0,0,0,0,0
20034,26,0,0,0,0,0,0,0,0,0
20035,17,17,17,17,17,17,17,17,17,17
20036,0,0,0,0,0,0,0,0,0,0
20037,0,0,0,0,0,0,0,0,0,0
20038,18,18,18,18,18,18,18,18,18,18
20039,0,0,0,0,0,0,0,0,0,0
20040,0,0,0,0,0,0,0,0,0,0
20041,0,0,17,0,20,0,17,0,0,0
20042,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,0,0,0,0,0,0,0
20044,0,0,0,0,0,0,0,0,0,0
20045,0,0,0,0,0,0,0,0,0,0
20046,0,0,0,0,0,0,0,0,0,0
20047,8,8,8,8,8,8,8,8,8,8
20048,25,25,25,25,25,25,25,25,25,25
20049,0,0,0,0,0,0,0,0,0,0
20050,24,24,24,24,24,24,24,24,24,24
20051,0,0,0,0,0,0,0,0,0,0
20052,11,11,11,11,11,11,11,11,11,11
20054,0,0,0,0,0,0,0,0,0,0
20055,0,0,0,0,0,0,0,0,0,0
20056,0,0,0,0,0,0,0,0,0,0
20057,0,0,0,0,0,0,0,0,0,0
20058,0,0,0,0,0,0,0,0,0,0
20059,19,10,23,14,15,35,3,0,8,22
40001,0,0,10,0,0,0,0,15,0,0
40002,21,21,21,21,21,21,21,21,21,21
40003,39,2,0,0,14,0,0,8,8,17
40004,11,13,11,11,11,11,11,11,11,11
40005,0,6,0,11,24,19,0,25,11,13
40006,0,0,0,0,11,0,0,0,0,0
40007,0,0,0,13,5,0,0,7,13,0
40008,0,0,0,0,0,0,0,0,0,0
40009,0,0,0,0,0,0,0,0,0,0
40010,0,0,0,0,15,28,0,0,0,0
40011,0,0,7,0,0,0,0,0,15,0
40012,30,30,30,30,30,30,30,30,30,30
40013,0,0,0,0,0,0,0,0,0,0
40014,0,0,0,0,0,0,0,0,0,0
40015,0,0,0,0,0,0,23,4,21,0
40017,0,0,22,0,22,10,7,0,0,0
40018,0,0,0,0,0,0,0,0,0,0
40019,0,0,26,0,0,0,22,0,0,14
40020,0,0,0,0,0,16,0,0,0,0
40021,0,0,22,0,14,0,11,0,27,0
40022,0,0,0,0,0,0,0,0,0,0
40023,0,0,0,0,13,0,0,14,8,9
40024,0,0,0,0,0,0,0,0,0,0
40025,0,0,0,0,0,0,0,0,0,0
40026,0,0,0,0,10,12,0,0,0,0
40027,0,0,0,0,0,0,0,0,0,0
40028,0,0,0,0,0,0,0,0,0,0
40029,0,0,0,0,0,0,0,0,0,0
40030,0,0,0,0,0,0,0,0,0,0
40031,25,25,25,25,25,25,25,25,25,25
40032,0,0,0,0,0,0,0,0,0,0
40033,20,20,20,20,20,20,20,20,20,20
40034,16,18,7,14,11,16,22,7,16,28
40035,24,24,24,24,24,24,24,24,24,24
40036,0,0,0,0,0,0,0,0,0,0
40037,23,23,23,23,23,23,23,23,23,23
40039,0,0,11,0,0,0,10,0,0,0
40040,10,17,15,32,21,28,38,23,16,24
40041,23,23,23,23,23,23,23,23,23,23
40042,0,0,0,9,10,16,33,18,19,26
40043,0,0,0,0,0,0,0,0,0,0
40044,0,0,0,0,0,0,0,0,0,0
40045,19,0,0,0,0,0,13,0,0,0
40046,40,14,12,21,26,14,0,18,9,29
40047,28,12,20,12,15,18,12,18,13,0
40048,0,0,0,0,0,0,0,0,0,0
40049,0,0,0,0,0,0,0,0,0,11
40050,0,0,0,0,0,0,0,14,0,0
40051,0,0,0,0,0,0,0,0,0,0
40052,39,0,0,8,0,8,23,0,0,0
40053,0,0,0,18,0,12,0,0,33,0
40054,20,9,7,9,0,25,10,32,15,15
40055,14,18,11,13,0,0,0,0,29,0
40056,0,0,0,0,0,0,0,0,0,0
40057,0,0,0,0,0,0,0,0,0,0
40058,0,0,0,0,0,0,0,0,0,0
40059,0,0,0,0,0,0,0,0,0,0
40060,0,0,0,0,0,0,0,0,0,0
40061,23,13,0,30,0,0,0,0,0,12
40062,16,16,16,16,16,16,16,16,16,16
40063,25,25,25,25,25,25,25,25,25,25
40064,0,0,0,15,36,23,20,15,23,13
40065,0,0,0,0,0,0,0,0,0,0
40066,0,2,2,0,0,0,0,0,2,0
40067,0,20,0,0,0,0,0,21,0,0
40068,0,0,0,18,0,20,15,29,19,29
40069,0,0,0,0,0,29,0,0,0,0
40071,0,0,0,0,0,13,0,0,0,21
40072,0,0,0,0,0,0,0,0,0,0
40073,0,0,0,0,11,0,13,0,21,0
40074,0,0,0,0,0,0,0,0,0,0
40075,9,18,19,11,11,0,8,8,12,17
40076,0,0,0,0,0,0,0,10,0,0
40077,0,0,0,0,0,0,0,0,0,0
40078,27,27,30,27,27,27,27,27,27,27
40079,0,21,0,0,0,0,24,0,0,0
40080,20,0,0,13,0,0,30,0,21,0
40081,0,0,0,0,23,0,6,0,29,0
40082,7,11,0,9,0,31,0,0,0,0
40083,19,0,15,0,25,0,29,0,24,0
40084,9,16,20,14,10,28,25,20,6,29
40085,9,9,9,9,9,9,9,9,9,9
40086,0,0,0,0,0,0,0,0,0,11
40087,17,17,17,17,17,17,17,17,17,17
40089,0,0,0,0,0,0,0,0,0,0
40090,0,0,0,0,0,0,0,0,0,0
40091,13,13,13,13,13,13,13,13,13,13
40092,9,0,0,0,0,0,0,0,11,0
40093,0,26,11,0,9,14,0,23,0,0
40094,0,0,0,0,0,0,0,0,0,0
40095,9,17,0,13,0,0,0,14,0,18
40096,0,0,0,0,0,0,29,0,0,0
40097,0,0,0,0,0,13,24,0,0,0
40098,25,0,28,0,10,0,21,21,15,9
40099,0,0,20,0,4,22,0,0,12,6
40100,0,0,0,0,0,0,0,0,0,0
40101,0,0,0,0,0,0,0,0,0,0
40102,14,0,3,23,24,7,29,22,18,0
40103,0,0,5,0,0,0,14,0,0,0
40104,0,0,0,27,0,0,0,0,0,0
40105,0,0,0,0,0,0,0,0,0,0
40106,9,6,31,9,11,14,15,24,10,21
40107,0,0,0,0,17,12,0,0,0,0
40108,5,18,21,14,25,17,11,14,15,22
40109,0,0,0,0,0,0,0,9,0,13
40110,0,16,0,0,28,0,11,0,0,0
40111,0,0,0,0,0,0,10,31,0,0
40112,14,14,14,14,14,14,14,14,14,14
40113,0,0,0,0,0,0,0,0,0,0
40114,2,7,0,11,0,11,0,23,10,28
40115,0,0,0,0,0,0,0,0,0,0
40116,14,0,0,0,5,2,0,0,0,10
40117,0,0,0,0,0,0,0,0,0,0
40118,0,0,0,0,0,0,0,0,0,0
40119,0,22,0,0,0,0,0,0,0,0
40120,0,0,9,0,0,5,10,5,4,0
40121,0,0,0,15,17,0,0,0,0,0
40122,0,0,0,0,0,0,0,0,0,0
40124,0,0,0,0,0,0,0,0,0,0
40126,0,0,0,6,13,0,16,0,10,16
40127,11,11,11,11,11,11,11,11,11,11
40128,0,0,0,0,0,0,0,0,0,0
40129,0,0,0,0,0,0,0,0,0,26
40130,0,0,0,0,0,0,0,0,0,0
40131,0,0,0,0,0,0,0,0,0,0
40132,23,25,19,11,10,21,12,17,12,30
40133,0,0,15,0,0,0,0,20,0,0
40134,0,12,6,0,0,0,0,0,22,0
40135,0,0,0,16,0,0,0,0,0,0
40136,0,0,0,0,0,0,0,0,0,0
40137,8,8,8,8,8,8,8,8,8,8
40138,0,12,0,0,0,0,0,14,0,0
40139,0,0,0,0,0,0,0,0,0,0
40140,8,5,16,25,10,17,8,35,5,18
40141,17,17,17,17,17,17,17,17,17,17
40142,13,13,13,13,13,13,13,13,13,13
40143,0,0,0,0,0,0,0,0,0,0
40144,0,0,0,0,0,0,15,0,0,0
40145,0,0,0,0,0,0,0,0,0,0
40146,0,0,0,9,0,0,0,0,0,0
40147,18,18,18,18,18,18,18,18,18,18
40148,0,0,21,0,0,0,0,8,0,0
40149,15,15,15,15,15,15,15,20,15,15
40150,0,0,0,0,0,0,0,0,0,0
40151,10,4,8,16,22,20,15,31,17,19
40152,0,0,33,0,0,0,0,0,0,0
40153,0,0,0,0,0,0,0,0,0,0
40154,0,0,0,0,0,0,0,0,0,0
40155,0,0,0,0,0,0,0,0,0,0
40156,0,0,0,0,0,0,0,0,0,0
40157,0,0,0,0,0,0,0,0,0,0
40158,0,0,0,0,0,0,0,0,0,0
40159,0,12,0,0,0,0,0,0,0,0
40160,15,11,0,23,46,13,18,17,28,23
40161,0,0,0,0,0,0,0,0,0,0
40162,0,0,0,0,0,0,0,0,24,0
40163,0,26,0,0,0,0,0,0,0,0
40164,21,21,21,21,21,21,21,21,21,21
40165,19,19,19,19,19,19,19,19,19,19
40166,0,0,0,0,0,0,0,0,0,0
40167,30,3,19,15,30,17,23,8,11,18
40168,0,0,0,0,0,0,0,0,0,0
40169,16,36,11,19,33,21,20,15,30,24
40170,0,0,15,0,0,0,0,0,0,0
40171,0,0,0,0,0,0,0,0,0,0
40172,19,0,0,0,7,6,8,0,25,0
40173,18,26,23,26,17,10,14,27,24,18
40174,0,0,0,0,0,0,0,0,0,0
40175,0,0,0,0,0,0,0,0,0,0
40176,0,0,0,0,0,0,0,0,0,0
40177,17,15,13,3,17,14,23,17,24,33
40178,0,0,0,0,0,0,0,0,0,6
40179,0,0,24,20,25,41,0,0,0,30
40180,15,24,13,16,19,15,26,0,0,0
40182,9,15,0,0,13,16,0,32,16,0
40183,0,0,0,0,0,0,0,0,10,15
40184,43,43,43,43,43,43,43,43,43,43
40185,4,4,4,4,4,4,4,4,4,4
40186,0,0,16,0,23,0,0,13,7,12
40187,0,11,0,0,0,0,12,18,0,0
40188,22,4,18,13,25,21,28,27,16,41
40189,24,10,7,14,8,15,18,18,31,9
40190,0,0,0,23,0,0,0,0,0,18
40191,0,0,18,21,0,0,0,25,26,0
40192,0,20,0,19,0,12,0,0,0,0
40194,0,0,0,0,0,0,0,0,0,0
40195,0,20,15,0,0,0,0,0,0,12
40196,0,0,0,0,0,0,0,0,0,0
40197,0,0,0,0,0,0,0,0,0,10
40198,0,0,0,0,0,0,0,0,0,0
40199,0,0,0,0,0,0,0,0,0,0
40200,0,0,22,0,0,0,22,0,0,0
40201,0,0,0,0,0,0,0,16,0,11
40202,18,18,18,18,18,18,18,18,18,18
40203,0,0,0,2,0,0,0,0,0,0
40205,0,0,0,26,13,26,26,0,15,10
40207,20,20,20,20,20,20,20,20,20,20
40208,0,5,8,0,26,0,9,16,26,0
40209,20,20,20,20,20,20,20,20,20,20
40210,7,50,2,21,12,18,9,23,16,18
40211,3,19,11,3,14,19,15,15,3,3
40212,27,15,39,13,13,21,25,6,22,4
40213,0,0,0,10,0,0,0,5,6,0
40214,0,0,0,0,0,0,0,0,0,0
40215,21,21,21,21,21,21,21,21,21,21
40216,0,0,0,0,0,0,0,0,0,0
40217,0,0,0,0,50,0,0,0,0,4
40218,0,21,0,15,0,3,0,19,0,0
40219,19,15,20,20,25,15,15,15,26,28
40220,0,17,0,20,0,18,0,0,0,0
40221,0,23,20,0,18,18,25,16,31,18
40222,0,0,31,18,0,26,0,0,9,0
40223,0,0,0,0,0,0,13,0,0,0
40224,9,0,27,25,18,0,16,17,11,20
40225,0,0,13,0,0,0,0,0,14,0
40226,0,0,24,0,0,0,0,0,16,0
40227,37,0,12,0,0,0,0,0,0,10
40228,26,0,0,0,26,0,26,0,15,0
40229,0,0,23,0,0,0,0,0,0,0
40230,0,0,27,0,0,0,0,27,0,0
40231,5,19,19,0,0,14,0,15,0,12
40232,0,0,0,0,0,16,0,0,0,21
40233,0,4,0,0,0,0,0,0,0,0
40234,0,0,0,23,21,0,0,0,13,0
40235,0,0,0,0,0,0,0,0,0,0
40236,18,22,20,32,16,16,12,17,23,16
40237,25,7,0,0,17,20,14,0,0,0
40238,0,0,25,0,25,0,0,0,18,0
40239,0,0,0,0,0,0,0,0,0,18
40240,15,8,0,0,9,11,12,35,0,0
40241,0,0,0,0,0,0,0,0,0,0
40242,18,20,12,36,17,12,12,18,12,17
40243,23,19,15,18,14,17,16,13,4,12
40244,0,0,14,0,9,29,14,0,0,9
40245,0,0,0,32,0,0,19,0,12,0
40246,15,9,4,9,0,14,12,13,4,10
40247,0,0,5,16,15,0,21,26,22,30
40248,26,0,16,0,0,20,0,29,28,15
40249,0,0,0,0,0,0,24,0,0,0
40250,0,0,0,0,0,0,0,0,0,0
40251,21,26,17,15,23,0,22,21,6,0
40252,0,4,0,0,0,0,0,0,0,0
40253,0,0,0,0,0,0,0,0,0,0
40254,36,0,10,7,19,33,11,13,10,21
40255,22,22,22,22,22,22,22,22,22,22
40256,0,0,0,0,0,0,0,0,0,0
40257,9,20,19,13,19,0,0,12,21,24
40258,27,0,0,0,0,0,0,0,14,0
40259,2,0,19,0,0,0,0,0,0,0
40260,0,0,0,0,0,0,0,0,0,0
40261,7,0,0,0,20,0,0,0,4,15
40262,0,0,0,0,0,0,0,0,0,0
40263,13,0,0,11,20,0,0,21,0,0
40264,20,5,19,0,14,18,13,11,0,9
40265,0,2,0,0,0,19,19,0,0,0
40266,17,13,0,0,0,0,0,0,9,0
40268,9,9,9,9,9,9,9,9,9,9
40269,0,0,15,0,0,0,0,0,0,0
40270,3,0,0,0,0,0,0,0,14,0
40271,11,0,5,0,16,13,0,6,16,0
40272,23,23,23,23,23,23,23,23,23,23
40273,0,0,0,0,0,0,0,0,0,0
40274,0,0,0,0,0,18,0,12,0,0
40275,17,17,17,17,17,17,17,17,17,17
40276,0,0,0,0,0,0,0,0,0,0
40277,13,11,0,27,20,37,14,0,11,5
40278,0,22,0,0,0,15,0,18,0,15
